"id","name","installed_capacity_MW","pumping_MW","type","country_code","lat","lon","dam_height_m","volume_Mm3","storage_capacity_MWh","avg_annual_generation_GWh"
"H455","Capriati UP_CAPRIATI_1",120,113,"HPHS","IT",41.476824,14.128279,654,"","",""
"H436","Riva garda nuovo",117,"","HPHS","IT",45.883103,10.837735,"","","",""
"H518","Braunau simbach",100,"","HROR","AT",48.244957,13.0075,"","","",549
"H521","Kraftwerk außerfragant Kraftwerk Ausserfragant",100,"","HDAM","AT",46.9380556,13.1097222,"","","",""
"H523","Glendoe Hydro GLNDO-1",100,"","HDAM","UK",57.132999,-4.683,632,8,"",180
"H1265","Shkopet",24,"","HDAM","AL",41.692083,19.832917,35.6,140,"",94
"H1268","Lostallo",25,"","HROR","CH",46.32195766,9.209030788,"","","",""
"H1269","KAVO Koivukoski III",25,"","HROR","FI",64.2267,27.7356,"","","",""
"H127","Vietas Vietas G1 - Vietas Hydroelectric Power Station Sweden",330,"","HDAM","SE",67.493432,18.353512,83,5900,"",1010
"H1270","Kokkosniva",25,"","HROR","FI",66.91193,26.265552,"","","",79
"H1271","Mankala",25,"","HROR","FI",60.91714,26.182494,"","","",""
"H1272","Varosa",25,"","HDAM","PT",41.07,-7.46,"",12.9,"",60
"H1273","Russein",24.87,"","HROR","CH",46.72028184,8.898568347,"","","",""
"H1274","Krpeľany Kreplany Hydroelectric Power Plant Slovakia - Kreplany Hydroelectric Power Plant Slovakia",24.75,"","HROR","SK",49.12796,19.0955,"","","",""
"H1275","Eygliers Eygliers Hydroelectric Power Station France - Eygliers Hydroelectric Power Station France",24.68152866,"","HDAM","FR",44.672,6.65,"","","",""
"H1276","Hautefage Hautefage Hydroelectric Power Station France - Hautefage Hydroelectric Power Station France",24.68152866,"","HDAM","FR",45.06,1.994,"","","",""
"H1277","Cernaleve 1/2",24.4,"","HROR","AL",42.02941667,20.55555278,"","","",111.34
"H1279","Bele 1/2",16,"","HROR","AL",42.06903611,20.46006667,"","","",108.53
"H1280","Oresheke",24.26,"","HROR","AL",42.02874167,20.53076389,"","","",108.5
"H1281","Kalin + Kamenitsa + Pastra + Rila HPP",24.2,"","HDAM","BG",42.07,23.13,1800,2.2,"",""
"H1282","Wasserburg",24.1,"","HROR","DE",48.05699,12.22074,"","","",""
"H1283","Miljacka - Maljacka Hydroelectric Power Plant Croatia Croatia",24,"","HROR","HR",44.001999,16.018999,"","","",""
"H344","Schärding neuhaus",96,"","HROR","AT",48.4355526,13.44094485,"","","",541
"H1285","Detzem",24,"","HROR","DE",49.810941,6.843882,"","","",""
"H559","Annabrücke Annabruecke Hydroelectric Power Plant Austria - Annabruecke Hydroelectric Power Plant Austria",90,"","HROR","AT",46.561407,14.479829,"","","",390
"H1287","Vittjärv Vittjarv Hydroelectric Power Station Sweden - Vittjarv Hydroelectric Power Station Sweden",25.14110477,"","HDAM","SE",65.8460275,21.5538235,"","","",""
"H463","Montorio UP_MONTORIO_1",110,"","HROR","IT",42.6612893,13.6983524,"","","",""
"H464","Torbole UP_TORBOLE_1",110,"","HROR","IT",45.882608,10.882742,"","","",""
"H570","Gemeinschaftskraftwerk inn",89,"","HROR","AT",47.062954,10.662868,"","","",414
"H511","Seled glorenza SELED GLORENZA",101.6,"","HDAM","IT",46.6879187,10.5465492,"","","",""
"H571","Imst",89,"","HROR","AT",47.212246,10.721519,"","","",550
"H1292","Cunovo Hydroelectric Power Plant Slovakia - Cunovo Hydroelectric Power Plant Slovakia",24,"","HROR","SK",48.02987,17.2254,"","","",""
"H643","Errochty ERRO-1",75,"","HDAM","UK",56.707001,-4.02,42,32.48,"",103
"H645","Fasnakyle FASN-1",74,"","HROR","UK",57.382,-4.881,"","","",254
"H1298","Peuffeyre",24,"","HROR","CH",46.26598336,7.061717565,"","","",""
"H1299","Raiva Raiva - Raiva Hydroelectric Power Plant Portugal",24,"","HDAM","PT",40.3095,-8.2488,34,12,"",44.9
"H13","Markersbach PSW Markersbach PSS A - Markersbach Pumped Storage Power Plant Germany",1045.2,1050,"HPHS","DE",50.51938,12.87976,285,6.3,3989,""
"H512","Mucone",101.44,"","HDAM","IT",39.476646,16.290828,"","","",""
"H1300","Myllykosken vesivoimalaitos VVA2",24,"","HROR","FI",60.868056,26.70416,"","","",15
"H1301","Chaudanne Chaudanne Hydroelectric Power Station France - Chaudanne Hydroelectric Power Station France",23.99044586,"","HDAM","FR",43.848,6.544,"","","",""
"H1302","Turtmann",23.9,"","HDAM","CH",46.29540226,7.685998364,33,0.78,"",""
"H1303","Hagneck",23.87,"","HROR","CH",47.05962457,7.178008446,"","","",""
"H1304","Bergheim",23.7,"","HROR","DE",48.750807,11.273237,"","","",""
"H575","Feistritz ludmannsdorf Feistritz-Ludmannsdorf-KW - Feistritz-Ludmannsdorf Hydroelectric Power Plant Austria",88,"","HDAM","AT",46.534807,14.170814,"","","",""
"H1307","Flumenthal",23.4,"","HROR","CH",47.22910691,7.589951686,"","","",""
"H1308","Monthey vièze",23.4,"","HROR","CH",46.24926021,6.947207053,"","","",""
"H1309","Vila Cova",23.4,"","HROR","PT",40.22,-7.43,"","","",64
"H131","Ricobayo RICOBA II1 - Ricobayo Hydroelectric Power Plant Spain",326.57,"","HDAM","ES",41.5260254,-5.9845018,302.9,1145,"",""
"H1310","Vohburg",23.3,"","HROR","DE",48.778103,11.60119,"","","",""
"H1311","Stammham",23.2,"","HROR","DE",48.24932,12.86469,"","","",""
"H377","Ceresole - Rosone (Locana)",98.6,"","HDAM","IT",45.435348,7.418466,813,34,"",250
"H534","Cogolo",98,"","HROR","IT",46.362907,10.672964,"","","",""
"H540","Boazzo",95,"","HDAM","IT",45.947196,10.62107,"","","",""
"H572","Bressanone",89,"","HROR","IT",46.71503251,11.65597916,"","","",""
"H582","Castelbello",87,"","HROR","IT",46.628316,10.906664,"","","",""
"H618","Gaudalami - Piana degli Albanesi",85,80,"HPHS","IT",37.9937488,13.2882915,"","","",""
"H581","Edling Edling-KW - Edling Hydroelectric Power Plant Austria",87,"","HROR","AT",46.628959,14.701371,"","","",401
"H132","MEQUINENZA",324,"","HDAM","ES",41.368999,0.274,81,1533.8,265000,593
"H1321","Ruppoldingen",23,"","HROR","CH",47.31229156,7.877702174,"","","",""
"H1322","Racova",23,"","HDAM","RO",46.695417,26.712917,20,8.66,"",60
"H1323","Cize bolozon Cize Bolozon Hydroelectric Power Station France - Cize Bolozon Hydroelectric Power Station France",22.70700637,"","HDAM","FR",46.211,5.465,"","","",""
"H1325","Stechovice-I Hydroelectric Power Plant Czech Republic - Stechovice-I Hydroelectric Power Plant Czech Republic",22.5,"","HDAM","CZ",49.84625,14.42176,22.5,11.2,"",""
"H1326","Sklope Sklope - Sklope Hydroelectric Power Plant Croatia Croatia",22.5,"","HROR","HR",44.6895,15.2706,"","","",84.6
"H1327","Kokalyane HPP",22.4,"","HDAM","BG",42.58398,23.42819,98.5,2.7,"",""
"H1328","Stara Zagora HPP",22.4,"","HROR","BG",42.4452,25.6364,132,142.4,"",62
"H1329","Pfrombach",22.3,"","HROR","DE",48.44132,11.99233,"","","",""
"H133","Biasca",324,"","HDAM","CH",46.33498852,8.982649599,92,4.6,"",658
"H1331","Triouzoune Hydroelectric Power Station France - Triouzoune Hydroelectric Power Station France",22,"","HDAM","FR",45.347,2.349,27,24,"",""
"H1332","Touvedo Touvedo - Touvedo Hydroelectric Power Plant Portugal",22,"","HDAM","PT",41.8124,-8.354,42,4.5,200,66.8
"H399","Passau ingling",86,"","HROR","AT",48.5534887,13.43444355,"","","",504
"H586","Walgauwerk Walgau Hydroelectric Power Plant Austria",86,"","HROR","AT",47.198858,9.669638,"","","",""
"H1337","Martigny bourg",22,"","HROR","CH",46.08830987,7.059069767,"","","",""
"H1338","Halvfari",24,"","HDAM","SE",62.41656,13.531137,"","","",""
"H596","Castrocucco",83,"","HDAM","IT",40.026604,15.774674,"","","",""
"H134","Sainte Helene - La Coche",320,340,"HPHS","FR",45.49667,6.51038,34,2.1,930,""
"H3314","Telessio - Eugio - Rosone",82.4,"","HDAM","IT",45.433313,7.417422,1217,27.95,"",200
"H1341","Kokin Brod Hydroelectric Power Plant Serbia - Kokin Brod Hydroelectric Power Plant Serbia",22.7,"","HDAM","RS",43.5189,19.8115,"",250,"",""
"H1342","Seekraftwerk zervreila",22,"","HDAM","CH",46.57894959,9.119315564,151,"","",""
"H1343","Lura 1/3",16.22,"","HROR","AL",41.81460833,20.21796944,"","",49.52,106.616528
"H1344","Orava Orava Hydroelectric Power Plant Slovakia - Orava Hydroelectric Power Plant Slovakia",21.75,"","HROR","SK",49.37534,19.55849,"","","",""
"H1346","Tuilieres Tuilieres Hydroelectric Power Station France - Tuilieres Hydroelectric Power Station France",21.63435685,"","HROR","FR",44.845,0.633,"","","",""
"H1347","Straubing",21.5,"","HROR","DE",48.89659,12.55752,"","","",""
"H135","PSW Hohenwarte II PSS A",320,"","HPHS","DE",50.615002,11.492,304,3,2027,""
"H1350","Saint cassien Saint Cassien Hydroelectric Power Station France - Saint Cassien Hydroelectric Power Station France",21.42356688,"","HDAM","FR",43.602,6.841,"","","",""
"H1351","Hällforsens",22,"","HDAM","SE",64.58337,18.69227,"","","",""
"H1352","Pirin HPP",21.2,"","HDAM","BG",41.5745,23.5626,456,0.06,"",""
"H1355","Näs Nas Hydroelectric Power Plant Sweden - Nas Hydroelectric Power Plant Sweden",21.34713376,"","HDAM","SE",60.1749285,16.476273,"","","",""
"H619","Baschi",80,"","HDAM","IT",42.672832,12.21796,"","","",""
"H642","Albi Magisano",73,"","HDAM","IT",39.01339,16.6279,"","","",""
"H608","Kraftwerk Oschenik",81,"","HPHS","AT",46.987999,13.106,"","","",""
"H3433","Lochaber",65,"","HDAM","UK",56.889722,-4.673333,48,40,"",""
"H136","Kastraki KASTRAKI - Kastraki Hydroelectric Power Plant Greece",320,"","HDAM","EL",38.7415,21.3642,95.7,950,25000,930
"H1361","BELESII",21,"","HDAM","ES",42.629002,-7.712,"","","",""
"H1362","HE Moste 1 - Moste Hydroelectric Power Plant Slovenia",21,"","HDAM","SI",46.417,14.133,60,5.464,"",56
"H1363","Leppikoski",21,"","HROR","FI",64.33,27.8,"","","",""
"H1364","Vajukoski",21,"","HROR","FI",67.691433,26.802883,"","","",81
"H1365","Colibita",21,"","HDAM","RO",47.165417,24.877917,92,75.22,"",41
"H1366","Spina isola",20.9,"","HDAM","CH",46.43113436,9.206999104,45,6.5,"",""
"H1367","Bürglen unterschächen",20.8,"","HROR","CH",46.87652924,8.663371668,"","","",""
"H1368","Calancasca",20.8,"","HROR","CH",46.23920795,9.118549621,"","","",""
"H1369","Lanau Lanau Hydroelectric Power Station France - Lanau Hydroelectric Power Station France",20.73248408,"","HDAM","FR",44.891,3.003,"","","",""
"H137","Ritsem Ritsem G1 - Ritsem Hydro Power Station Sweden",304,"","HDAM","SE",67.729796,17.48494,173,600,"",491
"H50","Porąbka żar Porabka Zar H1 - Porabka-Zar Pumped Storage Power Plant Poland",540,"","HPHS","PL",49.7704966,19.2116631,440,"",2000,""
"H1371","Wernisberg",20.4,"","HROR","CH",46.99621882,8.651244257,"","","",""
"H1372","Haminan höyrykattilalaitos",20.3,"","HROR","DE",51.520132,14.337383,"","","",""
"H1373","Ponte de Jugais",20.3,"","HROR","PT",40.23,-7.42,"","","",57
"H1374","Brillanne & Brillanne I & II Hydroelectric Power Station France - Brillanne I & II Hydroelectric Power Station France",20.28220955,"","HROR","FR",43.921,5.925,"","","",""
"H1375","Bittenbrunn",20.2,"","HROR","DE",48.734459,11.14382,"","","",""
"H1376","Wynau",20.2,"","HROR","CH",47.25625228,7.786083656,"","","",""
"H616","Rosegg st, jakob Rosegg-St, Jakob-KW - Rosegg-St, Jakob Hydroelectric Power Plant Austria",80,"","HROR","AT",46.569737,14.026774,"","","",""
"H624","Schwabeck Schwabeck-KW - Schwabeck Hydroelectric Power Plant Austria",79,"","HROR","AT",46.658193,14.873028,"","","",""
"H1382","Matfors",21,"","HDAM","SE",62.291942,17.381985,"","","",""
"H1383","Volgsjöfors",20,"","HDAM","SE",64.307632,15.71261,"","","",""
"H1384","Plave HE Plave - Plave II Hydroelectric Poqwer Plant Slovenia",20,"","HROR","SI",46.05256,13.60608,"","","",""
"H1385","Hemfurth",20,"","HDAM","DE",51.167139,9.046832,45,199.3,"",""
"H1386","Lehmen",20,"","HROR","DE",50.274724,7.458957,"","","",""
"H1387","Bremgarten zufikon",20,"","HROR","CH",47.34365443,8.345628025,"","","",""
"H1388","Wintrich",20,"","HROR","DE",49.879784,6.948762,"","","",""
"H1389","Alfta",20,"","HROR","SE",61.341075,16.006847,"","","",""
"H139","Sfikia SFIKIA - Sfikia Hydroelectric Power Plant Greece",315,315,"HPHS","EL",40.3856573,22.2113777,81,18,1320,""
"H393","Edison Cedegolo",72,"","HROR","IT",46.243788,10.457249,"","","",""
"H677","Cadarese",68,"","HROR","IT",46.262983,8.327813,"","","",""
"H684","Torrite",67,"","HDAM","IT",44.12125,10.404598,"","","",""
"H739","Chiavenna",66.9,"","HROR","IT",46.307194,9.395236,"","","",""
"H698","Nove",65,"","HROR","IT",45.9766667,12.3033333,"","","",""
"H758","Satriano",64.9,"","HROR","IT",38.666883,16.481205,"","","",""
"H708","Lasa",64,"","HDAM","IT",46.616614,10.700159,"","","",""
"H3412","Centrale di Ampezzo",62.1,"","HDAM","IT",46.4277312,12.7834987,480,66,"",""
"H717","Ponte gardena",62,"","HROR","IT",46.597121,11.530879,"","","",""
"H3426","Edison Belviso",62,"","HROR","IT",46.160817,10.086202,"","","",128
"H738","Bussento",60,"","HROR","IT",40.139505,15.554868,"","","",""
"H140","VISEGRAD - Visegrad Hydroelectric Power Plant Bosnia and Herzegovina",315,"","HDAM","BA",43.759998,19.289,79.5,161,"",1120
"H625","Jenbach",79,"","HROR","AT",47.393249,11.788647,"","","",""
"H725","Clunie Cascade CLUN-1",61,"","HDAM","UK",56.771999,-3.353,21,36.359,"",186
"H3432","Rheidol",55.975,"","HROR","UK",52.4076,-3.8772,"","","",""
"H870","Rannoch RANN-1",48,"","HROR","UK",56.699001,-4.408,6,64,"",187
"H904","Lochay",45,"","HROR","UK",56.509998,-4.228,"","","",175
"H1407","Luzzone",20,"","HROR","CH",46.56525608,8.96078316,"","","",""
"H1408","DOMENO",20,"","HDAM","ES",39.738998,-0.929,"","","",""
"H1409","LAS PICADAS 1",20,"","HDAM","ES",40.333,-4.249,"","","",""
"H141","Puente Bibey",285,68,"HPHS","ES",42.263793,-7.387519,361,"","",""
"H1410","Ingolstadt",19.8,"","HROR","DE",48.750317,11.412153,"","","",""
"H241","Solina Solina - Solina Pumped Storage Hydroelectric Power Plant Poland",200,"","HPHS","PL",49.3958323,22.4606916,"","",840,""
"H1413","Perach",19.4,"","HROR","DE",48.0261021,12.789632,"","","",""
"H1415","Prem",19.2,"","HROR","DE",47.692726,10.797592,"","","",""
"H1416","Raven Hydroelectric Power Plant Macedonia - Raven Hydroelectric Power Plant Macedonia",19.2,"","HROR","MK",41.7791,20.8563,"","","",""
"H1417","Cassarate franscinone",19.14,"","HROR","CH",46.04799263,8.97466556,"","","",""
"H982","Clachan CLAC-1",40,"","HROR","UK",56.282002,-4.93,"","","",82
"H1419","Reichenau",19.06,"","HROR","CH",46.83773371,9.447331014,"","","",""
"H1420","Monceaux La Virolle Hydroelectric Power Station France - Monceaux La Virolle Hydroelectric Power Station France",19,"","HDAM","FR",45.576,1.84,32,20.5,"",""
"H626","Schwabeck-KW - Schwabeck Hydroelectric Power Plant Austria",79,"","HDAM","AT",46.658001,14.873,"","","",""
"H640","Ferlach maria rain Ferlach-Maria Rain-KW - Ferlach-Maria Rain Hydroelectric Power Plant Austria",75,"","HDAM","AT",46.546625,14.298528,"","","",""
"H740","Vinadio",60,"","HROR","IT",44.309025,7.176025,"","","",""
"H3427","Edison Ganda",60,"","HDAM","IT",46.171156,10.06145,137,50,"",104
"H3428","Edison Sonico",60,"","HROR","IT",46.161206,10.352905,"","","",148.9
"H858","Lovero",57.9,"","HROR","IT",45.811688,10.06896,109,"","",""
"H774","Ardenno",56,"","HROR","IT",46.164292,9.644944,"","","",""
"H1429","EDESSAIOS",19,"","HROR","EL",40.804001,22.056684,"","","",""
"H143","Perucica Hydroelectric Power Plant Montenegro - Perucica Hydroelectric Power Plant Montenegro",307,"","HROR","ME",42.6718,18.9951,"","","",1300
"H1430","He Plave 1 - Plave I Hydroelectric Poqwer Plant Slovenia",19,"","HDAM","SI",46.042,13.598,"",0.96,"",""
"H1431","Kandergrund",19,"","HROR","CH",46.5427474,7.6594866,"","","",""
"H1432","PEAREII",19,"","HDAM","ES",42.465,-7.724,"","","",""
"H1433","Bertoldsheim",18.9,"","HROR","DE",48.735932,11.020923,"","","",""
"H1434","Ladce",18.9,"","HROR","SK",49.04976,18.29794,"","","",""
"H1435","Trier",18.8,"","HROR","DE",49.728029,6.624451,"","","",""
"H1436","Parki",20,"","HDAM","SE",66.830913,18.97472,28,460,"",86
"H1437","Spiez",18.66,"","HROR","CH",46.69665104,7.664951472,"","","",""
"H1015","Deanie",38,"","HROR","UK",57.382,-4.881,"","","",92
"H1439","Enkirch",18.4,"","HROR","DE",49.97667,7.127777,"","","",""
"H1053","Moriston Cascade CEAN-1",36,"","HROR","UK",57.155998,-4.936,"","","",153
"H1440","Oelberg",18.3,"","HDAM","CH",46.80170595,7.167340809,"","","",""
"H1441","Truel Truel Hydroelectric Power Station France - Truel Hydroelectric Power Station France",18.25398859,"","HROR","FR",44.06,2.769,"","","",""
"H473","Ering",73,"","HROR","AT",48.29207045,13.1589383,"","","",434
"H656","Großraming",72,"","HROR","AT",47.892954,14.512341,"","","",270
"H1444","Erlenbach",18,"","HROR","CH",46.65688216,7.548118912,"","","",""
"H1445","Yngeredsfors",18.8,"","HDAM","SE",57.0531,12.778165,"","","",""
"H775","Monastero",56,"","HROR","IT",46.171791,9.430139,"","","",""
"H789","Andonno c,",55,"","HROR","IT",44.314628,7.482432,"","","",""
"H790","Val noana",55,"","HDAM","IT",46.149311,11.789193,"","","",""
"H843","Montjovet",50,"","HROR","IT",45.707963,7.67411,"","","",""
"H844","Pieve vergonte",50,"","HROR","IT",46.012976,8.260816,"","","",""
"H845","Verampio",50,"","HROR","IT",46.210781,8.320614,"","","",""
"H2485","Nus",48,"","HROR","IT",45.7395178,7.4459142,"","","",""
"H865","Acquoria",48,"","HROR","IT",41.960922,12.798884,"","","",""
"H866","Bordogna",48,"","HROR","IT",45.951788,9.700749,"","","",""
"H3429","maentwrog",35.3,"","HROR","UK",52.946,-3.9879,"","","",""
"H1078","Luichart",34,"","HDAM","UK",57.775002,-4.955,16,62,"",135
"H1459","Sanetsch",18,"","HDAM","CH",46.37642613,7.277999853,42,2.6,"",""
"H1460","PORTO",18,"","HDAM","ES",42.161999,-6.921,"","","",""
"H1461","Kuurna",18,"","HROR","FI",60.291349,25.31687,"","","",""
"H1462","Lugasu",18,"","HDAM","RO",47.059583,22.30375,29,65.4,"",35
"H1463","Tileagd",18,"","HDAM","RO",47.07875,22.207917,37,52.9,"",35
"H1464","Altheim",17.8,"","HROR","DE",51.536513,14.382898,"","","",""
"H1466","Dallenwil",17.75,"","HROR","CH",46.91166368,8.393608875,"","","",""
"H1467","Turinge",18,"","HDAM","SE",59.2,17.45,"","","",""
"H867","Carona",48,"","HDAM","IT",46.02139,9.78285,"","","",""
"H868","Cassino",48,"","HROR","IT",41.48762,13.831513,"","","",""
"H869","Varzo",48,"","HROR","IT",46.20668,8.252412,"","","",""
"H679","Reißeck-Tagesspeicher-KW",68,"","HDAM","AT",47.077999,13.417,"",17.15,68600,54.8
"H690","Kraftwerk Wurten",66,"","HDAM","AT",46.987999,13.106,502,2.58,"",""
"H705","Hieflau erzbach",64,"","HDAM","AT",47.6057785,14.7429955,83.5,1.66,"",388
"H560","Oberaudorf ebbs",60,"","HROR","AT",47.641244,12.198715,"","","",268
"H1480","Keltti hydropower plant",17,"","HROR","FI",60.875636,26.712925,"","","",""
"H1481","Tyrvään vesivoimalaitos",17,"","HROR","FI",61.34537,22.905473,"","","",""
"H1482","Aarau stadt",16.93,"","HROR","CH",47.39478173,8.035874583,"","","",""
"H1483","Kaufering",16.7,"","HROR","DE",48.084026,10.864936,"","","",""
"H1484","Flasjön",17.38661001,"","HDAM","SE",60.0833333,13.9833333,55,400,"",64
"H1485","Dornau",16.6,"","HROR","DE",47.8001993,10.9026434,"","","",""
"H1487","Dubnica Dubnica nad Vahom Hydroelectric Power Plant Slovakia - Dubnica nad Vahom Hydroelectric Power Plant Slovakia",16.5,"","HROR","SK",48.96319,18.1451,"","","",""
"H1488","Klosters",16.5,"","HDAM","CH",46.86101451,9.895574046,"","","",""
"H1079","Tummel Bridge TUMB-1",34,"","HROR","UK",56.673,-4.147,"","","",142
"H149","Malgovert",297,"","HDAM","FR",45.61787,6.79074,180,230,407100,""
"H1490","Klosters Hydroelectric Power Plant Switzerland - Klosters Hydroelectric Power Plant Switzerland",16.5,"","HROR","CH",46.861086,9.895629,"","","",""
"H1491","Fankel",16.4,"","HROR","DE",50.123918,7.225915,"","","",""
"H1492","Müden",16.4,"","HROR","DE",52.521937,10.360381,"","","",""
"H1493","Neef",16.4,"","HROR","DE",50.087362,7.135809,"","","",""
"H1496","Lazer le Lazer (Le) Hydroelectric Power Station France - Lazer (Le) Hydroelectric Power Station France",16.28980892,"","HDAM","FR",44.346,5.868,"","","",""
"H1497","Niederaichbach",16.2,"","HROR","DE",48.6039132,12.3023425,"","","",""
"H1498","Trenčín Trencin Hydroelectric Power Plant Slovakia - Trencin Hydroelectric Power Plant Slovakia",16.1,"","HROR","SK",48.90208,18.05579,"","","",""
"H1499","Zwingen obermatt",16.03,"","HROR","CH",47.43649446,7.523992778,"","","",""
"H880","Bussolengo",47,"","HROR","IT",45.469186,10.850584,"","","",""
"H150","Montelimar MONTELIMAR - Chateauneuf Du Rhone Hydroelectric Power Station France",285,"","HROR","FR",44.59281,4.72593,19,"","",""
"H735","Amlach",60,"","HROR","AT",46.8142048,12.761757,"","","",""
"H753","Soelk-KW",59,"","HDAM","AT",47.433998,13.949,"","","",206
"H759","Hieflau-KW",58,"","HDAM","AT",47.602001,14.764,"","","",""
"H822","St, pantaleon",52,"","HROR","AT",48.224936,14.53116,"","","",239
"H1506","Heimbach",16,"","HROR","DE",50.628568,6.451776,"","","",""
"H1507","Koblenz",16,"","HROR","DE",50.365855,7.58171,"","","",""
